"OU","ObjectClass","IdentityReference","PrincipalName","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags","SDDate","InvocationID","OrgUSN","LegendText"
"CN=Certificate Service DCOM Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Certificate Service DCOM Access,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Certificate Service DCOM Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Certificate Service DCOM Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Cryptographic Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Distributed COM Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Event Log Readers,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Guests,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Hyper-V Administrators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=IIS_IUSRS,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Incoming Forest Trust Builders,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Network Configuration Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Performance Log Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Performance Monitor Users,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-548","BUILTIN\Account Operators","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","ExtendedRight","None","ab721a55-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Pre-Windows 2000 Compatible Access,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-560","BUILTIN\Windows Authorization Access Group","ReadProperty","None","46a9b11d-60ae-405a-b7e8-ff8a58d456d2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-544","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-1-0","Everyone","ExtendedRight","None","ab721a53-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","ReadProperty, WriteProperty, ExtendedRight","All","91e647de-d96f-4b70-9557-d63ff4f3ccd8","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","ContainerInherit","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-10","NT AUTHORITY\SELF","ExtendedRight","None","ab721a53-1e2f-11d0-9819-00aa0040529b","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","037088f8-0ae1-11d2-b422-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","037088f8-0ae1-11d2-b422-00a0c968f939","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","4c164200-20c0-11d0-a768-00aa006e0529","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
"CN=Print Operators,CN=Builtin,<DOMAIN-DN>","group","S-1-5-32-554","BUILTIN\Pre-Windows 2000 Compatible Access","ReadProperty","None","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","False","None","None","","","","",
